0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.980	0.973	0.952	0.910	0.868	0.840	0.812	0.784	0.763	0.742	0.714	0.693	0.672	0.665	0.644	0.651	0.637	0.637	0.623	0.609	0.595	0.581
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.980	0.973	0.931	0.910	0.868	0.840	0.805	0.777	0.756	0.742	0.714	0.693	0.672	0.665	0.644	0.651	0.637	0.630	0.616	0.609	0.595	0.581
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.749	0.973	0.924	0.910	0.868	0.833	0.805	0.777	0.756	0.742	0.714	0.693	0.672	0.651	0.644	0.630	0.637	0.616	0.616	0.609	0.595	0.581
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.945	0.924	0.910	0.868	0.833	0.805	0.777	0.749	0.735	0.714	0.693	0.672	0.651	0.644	0.623	0.637	0.623	0.616	0.602	0.595	0.581
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.931	0.924	0.903	0.875	0.833	0.805	0.777	0.749	0.728	0.714	0.693	0.672	0.651	0.637	0.623	0.616	0.616	0.602	0.602	0.588	0.581
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.931	0.924	0.882	0.868	0.833	0.798	0.777	0.749	0.728	0.714	0.693	0.672	0.651	0.630	0.623	0.602	0.616	0.602	0.602	0.588	0.581
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.749	0.924	0.882	0.868	0.833	0.798	0.777	0.749	0.728	0.707	0.693	0.672	0.651	0.630	0.623	0.602	0.609	0.602	0.588	0.588	0.574
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.889	0.882	0.868	0.833	0.798	0.777	0.749	0.721	0.700	0.693	0.672	0.651	0.630	0.609	0.602	0.588	0.602	0.588	0.588	0.574
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.889	0.882	0.847	0.833	0.798	0.770	0.749	0.721	0.700	0.693	0.672	0.651	0.630	0.609	0.602	0.588	0.595	0.588	0.574	0.574
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.889	0.882	0.847	0.833	0.798	0.770	0.749	0.721	0.700	0.679	0.672	0.651	0.630	0.609	0.595	0.588	0.574	0.588	0.574	0.574
